names,total_price,price_per_meter,area,rooms_number,build_year,building_type,equipment,heating_system,avg_heating_price,crimes
"Kaunas, Vilijampolė, Varnių g., 2 rooms flat for rent",400 €,"(8,2 €/m²)",49 m²,2,1960,Brick,Fully equipped,Central,"43,12 €/month~ 0,88 €/m²","['2024-10', '0.26', '2024-11', '0.88', '2024-12', '1.18', '2025-01', '1.21', '2025-02', '1.46', '2025-03', '0.85', '2025-04', '0.34', 'august', '9', 'september', '8', 'october', '7', 'november', '5', 'december', '3', 'january', '11', 'february', '2', 'march', '14', 'april', '5', 'may', '15', 'june', '24', 'july', '23', 'august', '8', 'september', '9', 'october', '12', 'november', '12', 'december', '11', 'january', '7', 'february', '9', 'march', '6', 'april', '8', 'may', '10', 'june', '4', 'july', '12']"
"Kaunas, Centras, Vytauto pr., 2 rooms flat for rent",650 €,"(14,1 €/m²)",46 m²,2,2010,Brick,Fully equipped,Central thermostat,"21,16 €/month~ 0,46 €/m²","['2024-10', '0.15', '2024-11', '0.46', '2024-12', '0.58', '2025-01', '0.74', '2025-02', '0.8', '2025-03', '0.31', '2025-04', '0.19', 'august', '41', 'september', '45', 'october', '67', 'november', '43', 'december', '37', 'january', '34', 'february', '36', 'march', '28', 'april', '63', 'may', '23', 'june', '37', 'july', '27', 'august', '19', 'september', '21', 'october', '31', 'november', '26', 'december', '22', 'january', '45', 'february', '21', 'march', '28', 'april', '30', 'may', '31', 'june', '23', 'july', '22']"
"Kaunas, Senamiestis, Kumelių g., 2 rooms flat for rent",600 €,"(10,2 €/m²)",59 m²,2,1900,Brick,Fully equipped,Central,,"['august', '13', 'september', '29', 'october', '12', 'november', '14', 'december', '22', 'january', '15', 'february', '26', 'march', '12', 'april', '11', 'may', '19', 'june', '16', 'july', '18', 'august', '7', 'september', '13', 'october', '20', 'november', '20', 'december', '12', 'january', '19', 'february', '18', 'march', '13', 'april', '10', 'may', '11', 'june', '7', 'july', '14']"
"Kaunas, Šilainiai, Baltijos g., Room rent",170 €,"(2,0 €/m²)",84 m²,1,1989,Block house,Fully equipped,Central,"85,68 €/month~ 1,02 €/m²","['2024-10', '0.5', '2024-11', '1.02', '2024-12', '1.33', '2025-01', '1.41', '2025-02', '1.48', '2025-03', '1.03', '2025-04', '0.4', 'august', '3', 'september', '12', 'october', '12', 'november', '7', 'december', '8', 'january', '5', 'february', '4', 'march', '5', 'april', '8', 'may', '3', 'june', '11', 'july', '10', 'august', '5', 'september', '9', 'october', '5', 'november', '5', 'december', '5', 'january', '6', 'february', '4', 'march', '3', 'april', '7', 'may', '12', 'june', '7', 'july', '3']"
"Kaunas, Žaliakalnis, Žuvinto g., Room rent",207 €,"(13,8 €/m²)",15 m²,1,1980,Brick,Fully equipped,Central,,"['august', '5', 'september', '2', 'october', '8', 'november', '1', 'december', '2', 'january', '3', 'february', '0', 'march', '2', 'april', '4', 'may', '4', 'june', '5', 'july', '1', 'august', '0', 'september', '3', 'october', '2', 'november', '4', 'december', '6', 'january', '0', 'february', '2', 'march', '2', 'april', '1', 'may', '0', 'june', '1', 'july', '1']"
"Kaunas, Gričiupis, Pramonės pr., Room rent",170 €,"(11,3 €/m²)",15 m²,1,1972,Brick,Fully equipped,Central,"19,05 €/month~ 1,27 €/m²","['2024-10', '0.52', '2024-11', '1.12', '2024-12', '1.54', '2025-01', '1.73', '2025-02', '2.03', '2025-03', '1.43', '2025-04', '0.53', 'august', '27', 'september', '19', 'october', '22', 'november', '17', 'december', '20', 'january', '19', 'february', '18', 'march', '16', 'april', '10', 'may', '11', 'june', '17', 'july', '25', 'august', '16', 'september', '31', 'october', '22', 'november', '13', 'december', '10', 'january', '3', 'february', '9', 'march', '8', 'april', '13', 'may', '11', 'june', '11', 'july', '8']"
"Kaunas, Centras, Kęstučio g., Room rent 4 rooms in a flat",280 €,"(18,7 €/m²)",15 m²,4,1938,Brick,Fully equipped,Gas,"0,45 €/month~ 0,03 €/m²","['2025-01', '0.03', '2025-03', '0.01', '2025-04', '0.04', 'august', '60', 'september', '45', 'october', '69', 'november', '17', 'december', '28', 'january', '16', 'february', '19', 'march', '22', 'april', '35', 'may', '23', 'june', '30', 'july', '22', 'august', '24', 'september', '39', 'october', '18', 'november', '28', 'december', '22', 'january', '30', 'february', '24', 'march', '29', 'april', '22', 'may', '21', 'june', '24', 'july', '25']"
"Kaunas, Žaliakalnis, Žuvinto g., 2 rooms flat for rent",700 €,"(15,6 €/m²)","44,77 m²",2,2008,Brick,Fully equipped,Central thermostat,"26,86 €/month~ 0,60 €/m²","['2024-10', '0.16', '2024-11', '0.54', '2024-12', '1.01', '2025-01', '0.95', '2025-02', '1.05', '2025-03', '0.38', '2025-04', '0.14', 'august', '2', 'september', '2', 'october', '7', 'november', '2', 'december', '2', 'january', '2', 'february', '0', 'march', '3', 'april', '6', 'may', '1', 'june', '5', 'july', '5', 'august', '0', 'september', '9', 'october', '2', 'november', '6', 'december', '6', 'january', '0', 'february', '2', 'march', '1', 'april', '1', 'may', '0', 'june', '1', 'july', '1']"
"Kaunas, Eiguliai, Šiaurės pr., 1 room flat for rent",400 €,"(11,0 €/m²)","36,24 m²",1,1987,Monolithic,Fully equipped,Central,"52,19 €/month~ 1,44 €/m²","['2024-10', '0.59', '2024-11', '1.39', '2024-12', '1.83', '2025-01', '2.04', '2025-02', '2.12', '2025-03', '1.42', '2025-04', '0.68', 'august', '28', 'september', '26', 'october', '12', 'november', '30', 'december', '14', 'january', '7', 'february', '13', 'march', '9', 'april', '18', 'may', '26', 'june', '8', 'july', '15', 'august', '6', 'september', '15', 'october', '23', 'november', '13', 'december', '7', 'january', '11', 'february', '10', 'march', '19', 'april', '7', 'may', '10', 'june', '8', 'july', '6']"
"Kaunas, Centras, Savanorių pr., 4 rooms flat for rent",980 €,"(6,7 €/m²)",146 m²,4,2018,Brick,Fully equipped,Gas,,"['august', '8', 'september', '24', 'october', '14', 'november', '7', 'december', '14', 'january', '10', 'february', '14', 'march', '21', 'april', '27', 'may', '44', 'june', '41', 'july', '17', 'august', '14', 'september', '31', 'october', '14', 'november', '10', 'december', '9', 'january', '24', 'february', '15', 'march', '11', 'april', '18', 'may', '22', 'june', '9', 'july', '12']"
"Kaunas, Freda, Europos pr., 2 rooms flat for rent",700 €,"(16,7 €/m²)",42 m²,2,2023,Monolithic,Fully equipped,Central thermostat,"11,76 €/month~ 0,28 €/m²","['2024-10', '0.09', '2024-11', '0.19', '2024-12', '0.4', '2025-01', '0.42', '2025-02', '0.5', '2025-03', '0.29', '2025-04', '0.06', 'august', '3', 'september', '1', 'october', '1', 'november', '2', 'december', '0', 'january', '2', 'february', '13', 'march', '12', 'april', '2', 'may', '1', 'june', '2', 'july', '4', 'august', '14', 'september', '1', 'october', '6', 'november', '0', 'december', '3', 'january', '0', 'february', '0', 'march', '2', 'april', '1', 'may', '6', 'june', '4', 'july', '1']"
"Kaunas, J. Naugardo g., 4 rooms flat for rent",750 €,"(8,5 €/m²)",88 m²,4,1940,Brick,Fully equipped,Gas,,"['august', '10', 'september', '15', 'october', '8', 'november', '8', 'december', '20', 'january', '14', 'february', '20', 'march', '15', 'april', '13', 'may', '15', 'june', '13', 'july', '15', 'august', '6', 'september', '12', 'october', '18', 'november', '20', 'december', '5', 'january', '10', 'february', '15', 'march', '12', 'april', '13', 'may', '11', 'june', '6', 'july', '9']"
"Kaunas, Šilainiai, Eitkūnų g., 2 rooms flat for rent",590 €,"(11,1 €/m²)",53 m²,2,2009,Brick,Fully equipped,Gas,,"['august', '4', 'september', '4', 'october', '1', 'november', '0', 'december', '0', 'january', '6', 'february', '3', 'march', '1', 'april', '2', 'may', '3', 'june', '1', 'july', '0', 'august', '3', 'september', '2', 'october', '1', 'november', '1', 'december', '3', 'january', '4', 'february', '0', 'march', '0', 'april', '0', 'may', '3', 'june', '0', 'july', '1']"
"Kaunas, Dainava, V. Krėvės pr., 2 rooms flat for rent",650 €,"(17,6 €/m²)",37 m²,2,2024,Brick,Fully equipped,Central thermostat,"16,28 €/month~ 0,44 €/m²","['2024-10', '0.18', '2024-11', '0.46', '2024-12', '0.6', '2025-01', '0.67', '2025-02', '0.66', '2025-03', '0.44', '2025-04', '0.1', 'august', '17', 'september', '27', 'october', '15', 'november', '15', 'december', '15', 'january', '19', 'february', '21', 'march', '40', 'april', '13', 'may', '32', 'june', '10', 'july', '26', 'august', '19', 'september', '25', 'october', '22', 'november', '22', 'december', '11', 'january', '17', 'february', '20', 'march', '23', 'april', '16', 'may', '5', 'june', '6', 'july', '4']"
"Kaunas, Dainava, M. Riomerio g., 2 rooms flat for rent",480 €,"(10,7 €/m²)",45 m²,2,,Block house,Fully equipped,Central,"24,30 €/month~ 0,54 €/m²","['2024-10', '0.18', '2024-11', '0.51', '2024-12', '0.75', '2025-01', '0.76', '2025-02', '0.86', '2025-03', '0.52', '2025-04', '0.19', 'august', '14', 'september', '7', 'october', '11', 'november', '13', 'december', '15', 'january', '20', 'february', '17', 'march', '16', 'april', '14', 'may', '11', 'june', '22', 'july', '26', 'august', '7', 'september', '18', 'october', '23', 'november', '13', 'december', '14', 'january', '6', 'february', '6', 'march', '6', 'april', '11', 'may', '8', 'june', '7', 'july', '6']"
"Kaunas, Dainava, Partizanų g., 1 room flat for rent",370 €,"(20,6 €/m²)",18 m²,1,1977,Other,Fully equipped,Central,"15,30 €/month~ 0,85 €/m²","['2024-10', '0.25', '2024-11', '0.84', '2024-12', '1.09', '2025-01', '1.15', '2025-02', '1.35', '2025-03', '0.89', '2025-04', '0.35', 'august', '14', 'september', '22', 'october', '27', 'november', '26', 'december', '4', 'january', '19', 'february', '17', 'march', '22', 'april', '6', 'may', '16', 'june', '15', 'july', '17', 'august', '30', 'september', '19', 'october', '19', 'november', '17', 'december', '17', 'january', '28', 'february', '18', 'march', '16', 'april', '24', 'may', '26', 'june', '14', 'july', '18']"
"Kaunas, Gričiupis, Saulės g., 2 rooms flat for rent",550 €,"(10,0 €/m²)",55 m²,2,1989,Brick,Fully equipped,Central,"60,50 €/month~ 1,10 €/m²","['2024-10', '0.58', '2024-11', '1.17', '2024-12', '1.56', '2025-01', '1.44', '2025-02', '1.66', '2025-03', '0.95', '2025-04', '0.33', 'august', '21', 'september', '13', 'october', '10', 'november', '9', 'december', '3', 'january', '7', 'february', '7', 'march', '7', 'april', '9', 'may', '8', 'june', '16', 'july', '5', 'august', '18', 'september', '4', 'october', '6', 'november', '8', 'december', '14', 'january', '4', 'february', '14', 'march', '11', 'april', '5', 'may', '5', 'june', '7', 'july', '4']"
"Kaunas, Lampėdžiai, Raudondvario pl., 2 rooms flat for rent",650 €,"(11,4 €/m²)",57 m²,2,1990,Brick,Fully equipped,Central,"42,75 €/month~ 0,75 €/m²","['2024-10', '0.32', '2024-11', '0.72', '2024-12', '0.93', '2025-01', '1.02', '2025-02', '1.12', '2025-03', '0.82', '2025-04', '0.31', 'august', '6', 'september', '10', 'october', '3', 'november', '7', 'december', '4', 'january', '2', 'february', '2', 'march', '5', 'april', '7', 'may', '12', 'june', '22', 'july', '3', 'august', '2', 'september', '8', 'october', '6', 'november', '5', 'december', '7', 'january', '9', 'february', '5', 'march', '6', 'april', '4', 'may', '6', 'june', '5', 'july', '3']"
"Kaunas, Lampėdžiai, Raudondvario pl., 2 rooms flat for rent",650 €,"(11,4 €/m²)",57 m²,2,1990,Brick,Fully equipped,Central,"42,75 €/month~ 0,75 €/m²","['2024-10', '0.32', '2024-11', '0.72', '2024-12', '0.93', '2025-01', '1.02', '2025-02', '1.12', '2025-03', '0.82', '2025-04', '0.31', 'august', '6', 'september', '10', 'october', '3', 'november', '7', 'december', '4', 'january', '2', 'february', '2', 'march', '5', 'april', '7', 'may', '12', 'june', '22', 'july', '3', 'august', '2', 'september', '8', 'october', '6', 'november', '5', 'december', '7', 'january', '9', 'february', '5', 'march', '6', 'april', '4', 'may', '6', 'june', '5', 'july', '3']"
"Kaunas, Dainava, V. Krėvės pr., 2 rooms flat for rent",530 €,"(9,8 €/m²)",54 m²,2,2007,Monolithic,Fully equipped,Central thermostat,"27,54 €/month~ 0,51 €/m²","['2024-10', '0.12', '2024-11', '0.44', '2024-12', '0.63', '2025-01', '0.87', '2025-02', '0.81', '2025-03', '0.48', '2025-04', '0.19', 'august', '15', 'september', '30', 'october', '12', 'november', '16', 'december', '12', 'january', '23', 'february', '21', 'march', '34', 'april', '13', 'may', '39', 'june', '20', 'july', '23', 'august', '27', 'september', '34', 'october', '18', 'november', '27', 'december', '6', 'january', '6', 'february', '14', 'march', '23', 'april', '10', 'may', '3', 'june', '7', 'july', '4']"
"Kaunas, Dainava, V. Krėvės pr., 2 rooms flat for rent",520 €,"(10,4 €/m²)",50 m²,2,1974,Block house,Fully equipped,Central,"46,50 €/month~ 0,93 €/m²","['2024-10', '0.42', '2024-11', '0.98', '2024-12', '1.22', '2025-01', '1.25', '2025-02', '1.44', '2025-03', '0.89', '2025-04', '0.34', 'august', '17', 'september', '30', 'october', '14', 'november', '18', 'december', '14', 'january', '19', 'february', '21', 'march', '37', 'april', '17', 'may', '37', 'june', '14', 'july', '30', 'august', '22', 'september', '26', 'october', '24', 'november', '30', 'december', '15', 'january', '16', 'february', '13', 'march', '29', 'april', '14', 'may', '8', 'june', '8', 'july', '6']"
"Kaunas, Žaliakalnis, Tunelio g., 3 rooms flat for rent",600 €,"(12,6 €/m²)","47,75 m²",3,1930,Brick,Fully equipped,Gas,,"['august', '2', 'september', '1', 'october', '0', 'november', '2', 'december', '3', 'january', '2', 'february', '2', 'march', '7', 'april', '2', 'may', '3', 'june', '4', 'july', '3', 'august', '2', 'september', '2', 'october', '2', 'november', '1', 'december', '4', 'january', '0', 'february', '0', 'march', '7', 'april', '4', 'may', '8', 'june', '2', 'july', '5']"
"Kaunas, Šilainiai, Bartuvos g., 2 rooms flat for rent",570 €,"(10,0 €/m²)",57 m²,2,2012,Brick,Fully equipped,Gas,,"['august', '6', 'september', '1', 'october', '4', 'november', '0', 'december', '6', 'january', '3', 'february', '4', 'march', '8', 'april', '2', 'may', '0', 'june', '3', 'july', '3', 'august', '4', 'september', '8', 'october', '4', 'november', '8', 'december', '4', 'january', '1', 'february', '5', 'march', '1', 'april', '4', 'may', '7', 'june', '3', 'july', '1']"
"Kaunas, Žaliakalnis, P. Vaičaičio g., 1 room flat for rent",380 €,"(17,7 €/m²)","21,5 m²",1,1938,Brick,Fully equipped,Central,,"['august', '20', 'september', '16', 'october', '14', 'november', '22', 'december', '21', 'january', '20', 'february', '28', 'march', '14', 'april', '18', 'may', '22', 'june', '36', 'july', '24', 'august', '19', 'september', '17', 'october', '19', 'november', '18', 'december', '16', 'january', '22', 'february', '19', 'march', '19', 'april', '13', 'may', '14', 'june', '14', 'july', '17']"
"Kaunas, Centras, Savanorių pr., 1 room flat for rent",360 €,"(12,9 €/m²)",28 m²,1,,Brick,Fully equipped,Central thermostat,"53,20 €/month~ 1,90 €/m²","['2024-10', '1.07', '2024-11', '1.71', '2024-12', '2', '2025-01', '2.53', '2025-02', '2.76', '2025-03', '2.39', '2025-04', '0.87', 'august', '13', 'september', '21', 'october', '8', 'november', '12', 'december', '18', 'january', '16', 'february', '23', 'march', '26', 'april', '28', 'may', '48', 'june', '40', 'july', '17', 'august', '14', 'september', '36', 'october', '22', 'november', '24', 'december', '9', 'january', '27', 'february', '17', 'march', '11', 'april', '21', 'may', '25', 'june', '10', 'july', '14']"
"Kaunas, Dainava, A. Baranausko g., 1 room flat for rent",350 €,"(9,4 €/m²)","37,26 m²",1,1975,Brick,Fully equipped,Central,"44,34 €/month~ 1,19 €/m²","['2024-10', '0.54', '2024-11', '1.24', '2024-12', '1.44', '2025-01', '1.58', '2025-02', '1.79', '2025-03', '1.25', '2025-04', '0.47', 'august', '16', 'september', '12', 'october', '11', 'november', '6', 'december', '4', 'january', '3', 'february', '6', 'march', '6', 'april', '15', 'may', '8', 'june', '18', 'july', '7', 'august', '11', 'september', '11', 'october', '4', 'november', '10', 'december', '13', 'january', '6', 'february', '14', 'march', '11', 'april', '6', 'may', '2', 'june', '7', 'july', '3']"
"Kaunas, Žaliakalnis, A. Mackevičiaus g., 2 rooms flat for rent",700 €,"(14,9 €/m²)",47 m²,2,1930,Wooden house,Fully equipped,Gas,,"['august', '11', 'september', '18', 'october', '6', 'november', '3', 'december', '6', 'january', '11', 'february', '16', 'march', '18', 'april', '11', 'may', '34', 'june', '27', 'july', '11', 'august', '10', 'september', '17', 'october', '6', 'november', '4', 'december', '9', 'january', '24', 'february', '10', 'march', '7', 'april', '14', 'may', '17', 'june', '9', 'july', '9']"
"Kaunas, Eiguliai, Muravos g., 1 room flat for rent",370 €,"(11,2 €/m²)",33 m²,1,1985,Block house,Fully equipped,Central,"33,66 €/month~ 1,02 €/m²","['2024-10', '0.56', '2024-11', '1', '2024-12', '1.26', '2025-01', '1.35', '2025-02', '1.52', '2025-03', '1.01', '2025-04', '0.41', 'august', '7', 'september', '14', 'october', '14', 'november', '22', 'december', '5', 'january', '7', 'february', '6', 'march', '4', 'april', '17', 'may', '10', 'june', '18', 'july', '20', 'august', '24', 'september', '21', 'october', '14', 'november', '7', 'december', '16', 'january', '10', 'february', '13', 'march', '9', 'april', '5', 'may', '3', 'june', '8', 'july', '10']"
"Kaunas, Centras, Kęstučio g., 2 rooms flat for rent",660 €,"(15,0 €/m²)",44 m²,2,2017,Brick,Fully equipped,Central thermostat,,"['august', '39', 'september', '35', 'october', '23', 'november', '11', 'december', '25', 'january', '10', 'february', '15', 'march', '32', 'april', '30', 'may', '48', 'june', '39', 'july', '19', 'august', '19', 'september', '33', 'october', '19', 'november', '17', 'december', '17', 'january', '24', 'february', '18', 'march', '18', 'april', '20', 'may', '23', 'june', '15', 'july', '18']"
