names,total_price,price_per_meter,area,rooms_number,build_year,building_type,equipment,heating_system,avg_heating_price,crimes
"Kaunas, Dainava, A. ir J. Gravrogkų g., 1 room flat for rent",220 €,"(18,3 €/m²)",12 m²,1,1982,Brick,Fully equipped,Central,"12,84 €/month~ 1,07 €/m²","['2024-10', '0.31', '2024-11', '0.95', '2024-12', '1.33', '2025-01', '1.46', '2025-02', '1.53', '2025-03', '1.5', '2025-04', '0.4', 'august', '18', 'september', '7', 'october', '12', 'november', '13', 'december', '18', 'january', '19', 'february', '19', 'march', '18', 'april', '14', 'may', '8', 'june', '27', 'july', '28', 'august', '8', 'september', '20', 'october', '23', 'november', '14', 'december', '14', 'january', '6', 'february', '6', 'march', '9', 'april', '10', 'may', '8', 'june', '7', 'july', '6']"
"Kaunas, Šilainiai, Apuolės g., 3 rooms flat for rent",400 €,"(10,0 €/m²)",40 m²,3,2023,Brick,Fully equipped,Electric,,"['august', '2', 'september', '3', 'october', '6', 'november', '2', 'december', '8', 'january', '3', 'february', '2', 'march', '9', 'april', '3', 'may', '9', 'june', '2', 'july', '7', 'august', '10', 'september', '4', 'october', '8', 'november', '6', 'december', '6', 'january', '2', 'february', '6', 'march', '9', 'april', '5', 'may', '15', 'june', '1', 'july', '5']"
"Kaunas, Šilainiai, Apuolės g., 2 rooms flat for rent",360 €,"(14,4 €/m²)",25 m²,2,,Brick,Fully equipped,Electric,,"['august', '2', 'september', '3', 'october', '6', 'november', '2', 'december', '8', 'january', '3', 'february', '2', 'march', '9', 'april', '3', 'may', '9', 'june', '2', 'july', '7', 'august', '10', 'september', '4', 'october', '8', 'november', '6', 'december', '6', 'january', '2', 'february', '6', 'march', '9', 'april', '5', 'may', '15', 'june', '1', 'july', '5']"
"Kaunas, Žaliakalnis, Žemaičių g., 2 rooms flat for rent",395 €,"(12,3 €/m²)",32 m²,2,,Brick,Fully equipped,Electric,,"['august', '0', 'september', '15', 'october', '32', 'november', '26', 'december', '20', 'january', '12', 'february', '8', 'march', '7', 'april', '6', 'may', '6', 'june', '3', 'july', '10', 'august', '18', 'september', '9', 'october', '10', 'november', '9', 'december', '8', 'january', '10', 'february', '3', 'march', '3', 'april', '6', 'may', '5', 'june', '8', 'july', '5']"
"Kaunas, Dainava, V. Krėvės pr., Room rent",120 €,"(7,5 €/m²)",16 m²,1,1996,Brick,Fully equipped,Central,,"['august', '4', 'september', '17', 'october', '6', 'november', '3', 'december', '8', 'january', '15', 'february', '11', 'march', '8', 'april', '6', 'may', '13', 'june', '14', 'july', '6', 'august', '18', 'september', '15', 'october', '6', 'november', '12', 'december', '4', 'january', '3', 'february', '4', 'march', '3', 'april', '6', 'may', '2', 'june', '4', 'july', '1']"
"Kaunas, Vilijampolė, Raudondvario pl., 1 room flat for rent",220 €,"(18,3 €/m²)",12 m²,1,1940,Brick,Fully equipped,Central,"16,32 €/month~ 1,36 €/m²","['2024-10', '0.53', '2024-11', '1.28', '2024-12', '1.87', '2025-01', '1.9', '2025-02', '2.07', '2025-03', '1.38', '2025-04', '0.49', 'august', '16', 'september', '11', 'october', '10', 'november', '8', 'december', '2', 'january', '9', 'february', '4', 'march', '9', 'april', '7', 'may', '12', 'june', '22', 'july', '2', 'august', '20', 'september', '20', 'october', '5', 'november', '7', 'december', '5', 'january', '12', 'february', '10', 'march', '5', 'april', '3', 'may', '5', 'june', '5', 'july', '4']"
"Kaunas, Dainava, Kovo 11-osios g., 1 room flat for rent",400 €,"(14,0 €/m²)","28,62 m²",1,1968,Block house,Fully equipped,Central,"26,90 €/month~ 0,94 €/m²","['2024-10', '0.28', '2024-11', '0.88', '2024-12', '1.28', '2025-01', '1.32', '2025-02', '1.47', '2025-03', '1', '2025-04', '0.36', 'august', '24', 'september', '23', 'october', '13', 'november', '18', 'december', '26', 'january', '18', 'february', '27', 'march', '31', 'april', '19', 'may', '30', 'june', '30', 'july', '19', 'august', '39', 'september', '45', 'october', '31', 'november', '40', 'december', '14', 'january', '14', 'february', '21', 'march', '18', 'april', '11', 'may', '13', 'june', '9', 'july', '17']"
"Kaunas, Dainava, V. Krėvės pr., 3 rooms flat for rent",549 €,"(11,2 €/m²)",49 m²,3,1971,Block house,Fully equipped,Central,"45,57 €/month~ 0,93 €/m²","['2024-10', '0.39', '2024-11', '0.94', '2024-12', '1.23', '2025-01', '1.28', '2025-02', '1.43', '2025-03', '0.87', '2025-04', '0.37', 'august', '12', 'september', '15', 'october', '9', 'november', '5', 'december', '14', 'january', '10', 'february', '22', 'march', '15', 'april', '6', 'may', '13', 'june', '19', 'july', '14', 'august', '10', 'september', '9', 'october', '17', 'november', '18', 'december', '12', 'january', '20', 'february', '19', 'march', '12', 'april', '12', 'may', '7', 'june', '6', 'july', '8']"
"Kaunas, Šilainiai, Baltijos g., 2 rooms flat for rent",379 €,"(7,7 €/m²)",49 m²,2,1990,Brick,Fully equipped,Central,"47,04 €/month~ 0,96 €/m²","['2024-10', '0.54', '2024-11', '0.89', '2024-12', '1.1', '2025-01', '1.22', '2025-02', '1.32', '2025-03', '1.16', '2025-04', '0.46', 'august', '0', 'september', '4', 'october', '10', 'november', '7', 'december', '13', 'january', '1', 'february', '5', 'march', '7', 'april', '2', 'may', '9', 'june', '9', 'july', '14', 'august', '10', 'september', '7', 'october', '9', 'november', '10', 'december', '6', 'january', '1', 'february', '8', 'march', '10', 'april', '1', 'may', '11', 'june', '4', 'july', '3']"
"Kaunas, Dainava, Pramonės pr., 2 rooms flat for rent",449 €,"(9,4 €/m²)",48 m²,2,1978,Block house,Fully equipped,Central,"41,28 €/month~ 0,86 €/m²","['2024-10', '0.31', '2024-11', '0.77', '2024-12', '1.18', '2025-01', '0.95', '2025-02', '1.44', '2025-03', '0.97', '2025-04', '0.41', 'august', '12', 'september', '14', 'october', '10', 'november', '10', 'december', '25', 'january', '9', 'february', '18', 'march', '16', 'april', '5', 'may', '12', 'june', '13', 'july', '18', 'august', '13', 'september', '13', 'october', '28', 'november', '13', 'december', '10', 'january', '21', 'february', '19', 'march', '11', 'april', '15', 'may', '9', 'june', '5', 'july', '11']"
"Kaunas, Kalniečiai, P. Plechavičiaus g., 2 rooms flat for rent",399 €,"(8,0 €/m²)",50 m²,2,1976,Block house,Fully equipped,Central,"51,50 €/month~ 1,03 €/m²","['2024-10', '0.39', '2024-11', '1.04', '2024-12', '1.34', '2025-01', '1.37', '2025-02', '1.55', '2025-03', '1.07', '2025-04', '0.43', 'august', '14', 'september', '22', 'october', '18', 'november', '17', 'december', '11', 'january', '8', 'february', '9', 'march', '17', 'april', '21', 'may', '16', 'june', '18', 'july', '26', 'august', '35', 'september', '22', 'october', '7', 'november', '9', 'december', '17', 'january', '17', 'february', '11', 'march', '10', 'april', '4', 'may', '8', 'june', '7', 'july', '10']"
"Kaunas, Petrašiūnai, T. Masiulio g., 3 rooms flat for rent",349 €,"(6,5 €/m²)",54 m²,3,,Brick,Fully equipped,Gas,,"['august', '2', 'september', '6', 'october', '14', 'november', '8', 'december', '14', 'january', '9', 'february', '14', 'march', '9', 'april', '22', 'may', '7', 'june', '10', 'july', '31', 'august', '13', 'september', '16', 'october', '7', 'november', '11', 'december', '2', 'january', '5', 'february', '5', 'march', '6', 'april', '10', 'may', '5', 'june', '6', 'july', '7']"
"Kaunas, Petrašiūnai, R. Kalantos g., 1 room flat for rent",349 €,"(13,4 €/m²)",26 m²,1,1965,Brick,Fully equipped,Central,"25,74 €/month~ 0,99 €/m²","['2024-10', '0.42', '2024-11', '1.04', '2024-12', '1.18', '2025-01', '1.25', '2025-02', '1.41', '2025-03', '1.23', '2025-04', '0.41', 'august', '2', 'september', '9', 'october', '12', 'november', '5', 'december', '11', 'january', '7', 'february', '7', 'march', '7', 'april', '17', 'may', '7', 'june', '5', 'july', '19', 'august', '11', 'september', '9', 'october', '6', 'november', '11', 'december', '2', 'january', '5', 'february', '3', 'march', '4', 'april', '12', 'may', '4', 'june', '4', 'july', '7']"
"Kaunas, Dainava, Partizanų g., 1 room flat for rent",349 €,"(11,6 €/m²)",30 m²,1,1973,Block house,Fully equipped,Central,"35,40 €/month~ 1,18 €/m²","['2024-10', '0.52', '2024-11', '1.32', '2024-12', '1.44', '2025-01', '1.53', '2025-02', '1.81', '2025-03', '1.14', '2025-04', '0.48', 'august', '8', 'september', '26', 'october', '18', 'november', '10', 'december', '16', 'january', '15', 'february', '18', 'march', '14', 'april', '17', 'may', '22', 'june', '11', 'july', '30', 'august', '23', 'september', '21', 'october', '11', 'november', '14', 'december', '11', 'january', '11', 'february', '6', 'march', '8', 'april', '11', 'may', '10', 'june', '9', 'july', '4']"
"Kaunas, Žaliakalnis, B. Sruogos g., 2 rooms flat for rent",650 €,"(9,6 €/m²)","67,45 m²",2,,Brick,Fully equipped,Gas,,"['august', '18', 'september', '9', 'october', '10', 'november', '7', 'december', '5', 'january', '6', 'february', '5', 'march', '6', 'april', '6', 'may', '5', 'june', '11', 'july', '5', 'august', '10', 'september', '5', 'october', '5', 'november', '3', 'december', '8', 'january', '3', 'february', '9', 'march', '6', 'april', '5', 'may', '1', 'june', '4', 'july', '2']"
"Kaunas, Senamiestis, Vilniaus g., 2 rooms flat for rent",499 €,"(9,2 €/m²)",54 m²,2,1920,Brick,Fully equipped,Central,"59,40 €/month~ 1,10 €/m²","['2024-10', '0.44', '2024-11', '1.09', '2024-12', '1.46', '2025-01', '1.49', '2025-02', '1.67', '2025-03', '1.11', '2025-04', '0.42', 'august', '12', 'september', '29', 'october', '14', 'november', '16', 'december', '23', 'january', '16', 'february', '22', 'march', '16', 'april', '13', 'may', '22', 'june', '18', 'july', '23', 'august', '11', 'september', '16', 'october', '27', 'november', '22', 'december', '11', 'january', '18', 'february', '18', 'march', '14', 'april', '13', 'may', '11', 'june', '8', 'july', '13']"
"Kaunas, Dainava, K. Baršausko g., 1 room flat for rent",290 €,"(18,1 €/m²)",16 m²,1,1965,Monolithic,Fully equipped,Central,"22,88 €/month~ 1,43 €/m²","['2024-10', '0.47', '2024-11', '1.25', '2024-12', '1.83', '2025-01', '1.85', '2025-02', '2.11', '2025-03', '1.66', '2025-04', '0.81', 'august', '15', 'september', '10', 'october', '12', 'november', '11', 'december', '23', 'january', '21', 'february', '17', 'march', '16', 'april', '11', 'may', '8', 'june', '23', 'july', '25', 'august', '15', 'september', '17', 'october', '22', 'november', '16', 'december', '12', 'january', '10', 'february', '4', 'march', '6', 'april', '11', 'may', '12', 'june', '9', 'july', '9']"
"Kaunas, Centras, Trakų g., Room rent",290 €,"(16,1 €/m²)",18 m²,1,1930,Brick,Fully equipped,Gas,"1,62 €/month~ 0,09 €/m²","['2024-10', '0.05', '2024-11', '0.08', '2024-12', '0.13', '2025-01', '0.15', '2025-02', '0.14', '2025-03', '0.04', '2025-04', '0.01', 'august', '6', 'september', '10', 'october', '4', 'november', '10', 'december', '8', 'january', '2', 'february', '3', 'march', '6', 'april', '3', 'may', '12', 'june', '4', 'july', '13', 'august', '10', 'september', '16', 'october', '5', 'november', '13', 'december', '7', 'january', '2', 'february', '1', 'march', '5', 'april', '7', 'may', '13', 'june', '6', 'july', '9']"
"Kaunas, Centras, Maironio g., 2 rooms flat for rent",650 €,"(19,1 €/m²)",34 m²,2,1950,Brick,Fully equipped,Central,,"['august', '45', 'september', '42', 'october', '29', 'november', '11', 'december', '20', 'january', '18', 'february', '21', 'march', '31', 'april', '37', 'may', '48', 'june', '40', 'july', '22', 'august', '20', 'september', '42', 'october', '19', 'november', '21', 'december', '21', 'january', '25', 'february', '21', 'march', '24', 'april', '30', 'may', '25', 'june', '18', 'july', '24']"
"Kaunas, Gričiupis, Studentų g., 2 rooms flat for rent",499 €,"(16,6 €/m²)",30 m²,2,1982,Brick,Fully equipped,"Central, gas","27,60 €/month~ 0,92 €/m²","['2024-10', '0.35', '2024-11', '0.83', '2024-12', '1.19', '2025-01', '1.26', '2025-02', '1.42', '2025-03', '1', '2025-04', '0.4', 'august', '8', 'september', '21', 'october', '13', 'november', '16', 'december', '2', 'january', '12', 'february', '4', 'march', '11', 'april', '3', 'may', '8', 'june', '24', 'july', '8', 'august', '28', 'september', '8', 'october', '14', 'november', '11', 'december', '5', 'january', '12', 'february', '5', 'march', '17', 'april', '14', 'may', '13', 'june', '6', 'july', '13']"
"Kaunas, Senamiestis, Šv. Gertrūdos g., 8 rooms flat for rent",349 €,"(3,5 €/m²)",100 m²,8,1926,Brick,Fully equipped,Gas,,"['august', '17', 'september', '26', 'october', '13', 'november', '18', 'december', '27', 'january', '15', 'february', '28', 'march', '18', 'april', '12', 'may', '23', 'june', '18', 'july', '24', 'august', '9', 'september', '15', 'october', '26', 'november', '24', 'december', '11', 'january', '25', 'february', '17', 'march', '11', 'april', '12', 'may', '17', 'june', '7', 'july', '14']"
"Kaunas, Dainava, Partizanų g., 2 rooms flat for rent",500 €,"(10,1 €/m²)","49,67 m²",2,1974,Block house,Fully equipped,Central,"54,64 €/month~ 1,10 €/m²","['2024-10', '0.56', '2024-11', '1.07', '2024-12', '1.44', '2025-01', '1.42', '2025-02', '1.57', '2025-03', '1.14', '2025-04', '0.48', 'august', '18', 'september', '41', 'october', '20', 'november', '21', 'december', '18', 'january', '22', 'february', '25', 'march', '42', 'april', '24', 'may', '46', 'june', '12', 'july', '43', 'august', '32', 'september', '38', 'october', '20', 'november', '22', 'december', '14', 'january', '15', 'february', '13', 'march', '20', 'april', '15', 'may', '9', 'june', '9', 'july', '3']"
"Kaunas, Centras, K. Donelaičio g., Room rent",200 €,"(16,7 €/m²)",12 m²,1,1960,Brick,Fully equipped,Central,,"['august', '43', 'september', '31', 'october', '28', 'november', '6', 'december', '20', 'january', '11', 'february', '19', 'march', '16', 'april', '21', 'may', '13', 'june', '10', 'july', '14', 'august', '17', 'september', '24', 'october', '11', 'november', '20', 'december', '17', 'january', '22', 'february', '14', 'march', '26', 'april', '18', 'may', '17', 'june', '20', 'july', '19']"
"Kaunas, Centras, A. Mickevičiaus g., 4 rooms flat for rent",698 €,"(12,9 €/m²)",54 m²,4,1960,Brick,Fully equipped,Central,"80,46 €/month~ 1,49 €/m²","['2024-10', '0.78', '2024-11', '1.4', '2024-12', '1.87', '2025-01', '1.92', '2025-02', '2.25', '2025-03', '1.72', '2025-04', '0.48', 'august', '28', 'september', '33', 'october', '29', 'november', '7', 'december', '27', 'january', '11', 'february', '20', 'march', '16', 'april', '21', 'may', '13', 'june', '16', 'july', '19', 'august', '15', 'september', '23', 'october', '12', 'november', '21', 'december', '21', 'january', '25', 'february', '23', 'march', '27', 'april', '21', 'may', '18', 'june', '20', 'july', '24']"
"Kaunas, Centras, V. Putvinskio g., Room rent 8 rooms in a flat",135 €,"(0,2 €/m²)",600 m²,8,1930,Brick,Fully equipped,"Central, electric","852,00 €/month~ 1,42 €/m²","['2024-10', '0.64', '2024-11', '1.45', '2024-12', '1.7', '2025-01', '1.8', '2025-02', '1.99', '2025-03', '1.7', '2025-04', '0.65', 'august', '43', 'september', '40', 'october', '33', 'november', '11', 'december', '34', 'january', '14', 'february', '22', 'march', '21', 'april', '26', 'may', '22', 'june', '26', 'july', '20', 'august', '18', 'september', '30', 'october', '18', 'november', '21', 'december', '20', 'january', '26', 'february', '20', 'march', '23', 'april', '12', 'may', '16', 'june', '15', 'july', '28']"
"Kaunas, Žemieji Šančiai, A. Juozapavičiaus pr., 1 room flat for rent",470 €,"(10,0 €/m²)",47 m²,1,2011,Brick,Fully equipped,Central thermostat,"32,90 €/month~ 0,70 €/m²","['2024-10', '0.35', '2024-11', '0.58', '2024-12', '0.93', '2025-01', '0.99', '2025-02', '1.06', '2025-03', '0.72', '2025-04', '0.25', 'august', '3', 'september', '6', 'october', '4', 'november', '8', 'december', '11', 'january', '12', 'february', '18', 'march', '1', 'april', '14', 'may', '5', 'june', '4', 'july', '6', 'august', '15', 'september', '5', 'october', '3', 'november', '3', 'december', '10', 'january', '3', 'february', '5', 'march', '13', 'april', '5', 'may', '11', 'june', '2', 'july', '5']"
"Kaunas, Žaliakalnis, Vydūno al., 2 rooms flat for rent",450 €,"(11,3 €/m²)",40 m²,2,2008,Brick,Fully equipped,Gas,,"['august', '3', 'september', '2', 'october', '4', 'november', '1', 'december', '4', 'january', '1', 'february', '4', 'march', '2', 'april', '1', 'may', '1', 'june', '2', 'july', '3', 'august', '4', 'september', '4', 'october', '2', 'november', '2', 'december', '1', 'january', '0', 'february', '2', 'march', '0', 'april', '3', 'may', '3', 'june', '2', 'july', '0']"
"Kaunas, Žaliakalnis, Savanorių pr., 3 rooms flat for rent",750 €,"(12,5 €/m²)",60 m²,3,2007,Brick,Fully equipped,Gas,"25,80 €/month~ 0,43 €/m²","['2024-10', '0.13', '2024-11', '0.34', '2024-12', '0.81', '2025-01', '0.67', '2025-02', '0.76', '2025-03', '0.47', '2025-04', '0.18', '2025-05', '0.05', 'august', '8', 'september', '6', 'october', '5', 'november', '15', 'december', '7', 'january', '11', 'february', '9', 'march', '11', 'april', '7', 'may', '9', 'june', '6', 'july', '3', 'august', '8', 'september', '5', 'october', '6', 'november', '7', 'december', '17', 'january', '10', 'february', '7', 'march', '3', 'april', '12', 'may', '9', 'june', '16', 'july', '20']"
"Kaunas, Vilijampolė, Pikulo g., 4 rooms flat for rent",350 €,"(4,5 €/m²)",78 m²,4,1978,Brick,Fully equipped,Gas,,"['august', '4', 'september', '3', 'october', '4', 'november', '5', 'december', '2', 'january', '1', 'february', '1', 'march', '1', 'april', '1', 'may', '3', 'june', '0', 'july', '1', 'august', '0', 'september', '4', 'october', '3', 'november', '2', 'december', '2', 'january', '6', 'february', '3', 'march', '2', 'april', '2', 'may', '0', 'june', '3', 'july', '1']"
"Kaunas, Kalniečiai, Geležinio Vilko g., 2 rooms flat for rent",450 €,"(9,2 €/m²)",49 m²,2,1978,Block house,Fully equipped,Central,"44,59 €/month~ 0,91 €/m²","['2024-10', '0.36', '2024-11', '0.93', '2024-12', '1.22', '2025-01', '1.26', '2025-02', '1.42', '2025-03', '0.87', '2025-04', '0.34', 'august', '9', 'september', '11', 'october', '12', 'november', '8', 'december', '7', 'january', '8', 'february', '9', 'march', '12', 'april', '10', 'may', '17', 'june', '15', 'july', '24', 'august', '20', 'september', '14', 'october', '12', 'november', '7', 'december', '9', 'january', '15', 'february', '12', 'march', '15', 'april', '7', 'may', '17', 'june', '12', 'july', '6']"
"Kaunas, Žaliakalnis, Purienų g., 3 rooms flat for rent",690 €,"(9,9 €/m²)",70 m²,3,1956,Brick,Fully equipped,Gas,"128,10 €/month~ 1,83 €/m²","['2024-10', '0.27', '2024-11', '1.94', '2024-12', '2.43', '2025-01', '2.49', '2025-02', '2.69', '2025-03', '2.1', '2025-04', '0.86', 'august', '4', 'september', '2', 'october', '2', 'november', '1', 'december', '1', 'january', '2', 'february', '5', 'march', '1', 'april', '4', 'may', '2', 'june', '1', 'july', '6', 'august', '2', 'september', '0', 'october', '6', 'november', '5', 'december', '3', 'january', '10', 'february', '4', 'march', '1', 'april', '5', 'may', '4', 'june', '8', 'july', '1']"
"Kaunas, Centras, Kęstučio g., 2 rooms flat for rent",720 €,"(15,0 €/m²)",48 m²,2,,Brick,Fully equipped,Central thermostat,"43,68 €/month~ 0,91 €/m²","['2024-10', '0.45', '2024-11', '0.96', '2024-12', '1.21', '2025-01', '1.21', '2025-02', '1.31', '2025-03', '0.96', '2025-04', '0.29', 'august', '49', 'september', '33', 'october', '57', 'november', '17', 'december', '20', 'january', '15', 'february', '10', 'march', '17', 'april', '22', 'may', '22', 'june', '13', 'july', '17', 'august', '15', 'september', '36', 'october', '24', 'november', '29', 'december', '22', 'january', '18', 'february', '16', 'march', '21', 'april', '17', 'may', '22', 'june', '21', 'july', '17']"
"Kaunas, Dainava, Kovo 11-osios g., 3 rooms flat for rent",690 €,"(11,5 €/m²)",60 m²,3,1966,Block house,Fully equipped,Central,"45,00 €/month~ 0,75 €/m²","['2024-10', '0.24', '2024-11', '0.72', '2024-12', '1', '2025-01', '1.02', '2025-02', '1.2', '2025-03', '0.73', '2025-04', '0.31', 'august', '23', 'september', '23', 'october', '23', 'november', '15', 'december', '14', 'january', '12', 'february', '21', 'march', '9', 'april', '15', 'may', '7', 'june', '11', 'july', '17', 'august', '32', 'september', '25', 'october', '22', 'november', '14', 'december', '12', 'january', '10', 'february', '20', 'march', '14', 'april', '14', 'may', '24', 'june', '19', 'july', '6']"
"Kaunas, Eiguliai, Sukilėlių pr., 1 room flat for rent",450 €,"(12,2 €/m²)",37 m²,1,1993,Block house,Fully equipped,Central,"49,21 €/month~ 1,33 €/m²","['2024-10', '0.58', '2024-11', '1.12', '2024-12', '1.59', '2025-01', '1.88', '2025-02', '2.07', '2025-03', '1.57', '2025-04', '0.52', 'august', '11', 'september', '14', 'october', '4', 'november', '8', 'december', '7', 'january', '3', 'february', '3', 'march', '7', 'april', '3', 'may', '10', 'june', '4', 'july', '16', 'august', '1', 'september', '1', 'october', '12', 'november', '5', 'december', '5', 'january', '5', 'february', '10', 'march', '13', 'april', '3', 'may', '5', 'june', '6', 'july', '3']"
"Kaunas, Sargėnai, Agronomijos g., Room rent",220 €,"(11,0 €/m²)",20 m²,1,2018,Brick,Fully equipped,Gas,,"['august', '0', 'september', '3', 'october', '3', 'november', '1', 'december', '6', 'january', '2', 'february', '4', 'march', '2', 'april', '0', 'may', '2', 'june', '2', 'july', '4', 'august', '1', 'september', '0', 'october', '3', 'november', '6', 'december', '2', 'january', '5', 'february', '3', 'march', '3', 'april', '1', 'may', '1', 'june', '2', 'july', '0']"
"Kaunas, Centras, Laisvės al., 3 rooms flat for rent",750 €,"(10,1 €/m²)",74 m²,3,,Brick,Fully equipped,Central,"63,64 €/month~ 0,86 €/m²","['2024-10', '0.34', '2024-11', '0.8', '2024-12', '1.14', '2025-01', '1.21', '2025-02', '1.28', '2025-03', '0.87', '2025-04', '0.37', 'august', '48', 'september', '48', 'october', '35', 'november', '13', 'december', '21', 'january', '19', 'february', '20', 'march', '30', 'april', '39', 'may', '48', 'june', '47', 'july', '26', 'august', '24', 'september', '48', 'october', '21', 'november', '28', 'december', '21', 'january', '35', 'february', '25', 'march', '28', 'april', '33', 'may', '25', 'june', '22', 'july', '27']"
"Kaunas, Dainava, Partizanų g., 3 rooms flat for rent",750 €,"(12,5 €/m²)",60 m²,3,1972,Block house,Fully equipped,Central,"48,60 €/month~ 0,81 €/m²","['2024-10', '0.33', '2024-11', '0.84', '2024-12', '1.1', '2025-01', '1.14', '2025-02', '1.31', '2025-03', '0.67', '2025-04', '0.31', 'august', '6', 'september', '28', 'october', '15', 'november', '8', 'december', '14', 'january', '17', 'february', '17', 'march', '13', 'april', '15', 'may', '28', 'june', '20', 'july', '22', 'august', '25', 'september', '24', 'october', '10', 'november', '17', 'december', '9', 'january', '7', 'february', '6', 'march', '7', 'april', '9', 'may', '5', 'june', '9', 'july', '2']"
"Kaunas, Dainava, Savanorių pr., 3 rooms flat for rent",900 €,"(10,7 €/m²)",84 m²,3,2017,Monolithic,Fully equipped,Central thermostat,"33,60 €/month~ 0,40 €/m²","['2024-10', '0.15', '2024-11', '0.32', '2024-12', '0.58', '2025-01', '0.49', '2025-02', '0.82', '2025-03', '0.27', '2025-04', '0.18', 'august', '13', 'september', '14', 'october', '13', 'november', '10', 'december', '13', 'january', '12', 'february', '12', 'march', '17', 'april', '16', 'may', '26', 'june', '5', 'july', '8', 'august', '13', 'september', '11', 'october', '16', 'november', '7', 'december', '5', 'january', '2', 'february', '14', 'march', '9', 'april', '5', 'may', '9', 'june', '7', 'july', '10']"
"Kaunas, Vilijampolė, K. Griniaus g., 3 rooms flat for rent",640 €,"(11,9 €/m²)",54 m²,3,1964,Block house,Fully equipped,Central,"46,98 €/month~ 0,87 €/m²","['2024-10', '0.31', '2024-11', '0.8', '2024-12', '1.12', '2025-01', '1.2', '2025-02', '1.37', '2025-03', '0.94', '2025-04', '0.38', 'august', '19', 'september', '9', 'october', '5', 'november', '12', 'december', '13', 'january', '23', 'february', '13', 'march', '23', 'april', '10', 'may', '18', 'june', '27', 'july', '30', 'august', '10', 'september', '16', 'october', '17', 'november', '12', 'december', '17', 'january', '12', 'february', '10', 'march', '6', 'april', '13', 'may', '12', 'june', '12', 'july', '15']"
"Kaunas, Žaliakalnis, Sukilėlių pr., Room rent",220 €,"(11,0 €/m²)",20 m²,1,1980,Block house,Fully equipped,Central,"21,40 €/month~ 1,07 €/m²","['2024-10', '0.44', '2024-11', '1.06', '2024-12', '1.38', '2025-01', '1.42', '2025-02', '1.61', '2025-03', '1.11', '2025-04', '0.48', 'august', '30', 'september', '26', 'october', '9', 'november', '33', 'december', '16', 'january', '9', 'february', '15', 'march', '9', 'april', '17', 'may', '17', 'june', '8', 'july', '23', 'august', '7', 'september', '11', 'october', '16', 'november', '15', 'december', '6', 'january', '8', 'february', '14', 'march', '18', 'april', '5', 'may', '14', 'june', '6', 'july', '3']"
"Kaunas, Centras, Vytauto pr., 2 rooms flat for rent",520 €,"(15,3 €/m²)",34 m²,2,,Brick,Fully equipped,Central,"17,68 €/month~ 0,52 €/m²","['2024-10', '0.18', '2024-11', '0.49', '2024-12', '0.77', '2025-01', '0.73', '2025-02', '0.83', '2025-03', '0.46', '2025-04', '0.16', 'august', '20', 'september', '10', 'october', '43', 'november', '12', 'december', '14', 'january', '5', 'february', '5', 'march', '8', 'april', '10', 'may', '16', 'june', '10', 'july', '18', 'august', '11', 'september', '23', 'october', '15', 'november', '22', 'december', '11', 'january', '4', 'february', '4', 'march', '10', 'april', '7', 'may', '13', 'june', '12', 'july', '11']"
"Kaunas, Šilainiai, Rasytės g., 1 room flat for rent",370 €,"(10,6 €/m²)",35 m²,1,1985,Block house,Fully equipped,Central,,"['august', '7', 'september', '5', 'october', '9', 'november', '7', 'december', '2', 'january', '8', 'february', '12', 'march', '7', 'april', '9', 'may', '6', 'june', '8', 'july', '4', 'august', '1', 'september', '11', 'october', '8', 'november', '7', 'december', '11', 'january', '5', 'february', '4', 'march', '14', 'april', '2', 'may', '9', 'june', '9', 'july', '10']"
"Kaunas, Aukštieji Šančiai, Verkių g., 2 rooms flat for rent",700 €,"(16,4 €/m²)","42,8 m²",2,2024,Brick,Fully equipped,Central,"17,12 €/month~ 0,40 €/m²","['2024-10', '0.19', '2024-11', '0.4', '2024-12', '0.56', '2025-01', '0.57', '2025-02', '0.62', '2025-03', '0.32', '2025-04', '0.11', 'august', '1', 'september', '1', 'october', '0', 'november', '2', 'december', '3', 'january', '2', 'february', '2', 'march', '0', 'april', '5', 'may', '3', 'june', '0', 'july', '6', 'august', '0', 'september', '1', 'october', '3', 'november', '2', 'december', '2', 'january', '1', 'february', '3', 'march', '2', 'april', '1', 'may', '2', 'june', '1', 'july', '1']"
"Kaunas, Vilijampolė, A. Stulginskio g., 2 rooms flat for rent",430 €,"(8,4 €/m²)",51 m²,2,1971,Brick,Fully equipped,Central,"56,10 €/month~ 1,10 €/m²","['2024-10', '0.42', '2024-11', '0.96', '2024-12', '1.35', '2025-01', '1.44', '2025-02', '1.61', '2025-03', '1.37', '2025-04', '0.57', 'august', '17', 'september', '9', 'october', '8', 'november', '14', 'december', '11', 'january', '19', 'february', '14', 'march', '18', 'april', '14', 'may', '14', 'june', '8', 'july', '13', 'august', '16', 'september', '12', 'october', '8', 'november', '9', 'december', '15', 'january', '14', 'february', '4', 'march', '10', 'april', '13', 'may', '12', 'june', '12', 'july', '16']"
